Zip Code,Zip Code Type,Zip Code Name,County
67669,Non-Unique,Stockton,Rooks
67671,Non-Unique,Victoria,Ellis
67672,Non-Unique,WaKeeney,Trego
67673,Non-Unique,Waldo,Russell
67674,PO Box,Walker,Ellis
67675,Non-Unique,Woodston,Rooks
67701,Non-Unique,Colby,Thomas
67730,Non-Unique,Atwood,Rawlins
67731,Non-Unique,Bird City,Cheyenne
67732,Non-Unique,Brewster,Thomas
67733,Non-Unique,Edson,Sherman
67734,Non-Unique,Gem,Thomas
67735,Non-Unique,Goodland,Sherman
67736,Non-Unique,Gove,Gove
67737,Non-Unique,Grainfield,Gove
67738,Non-Unique,Grinnell,Gove
67739,Non-Unique,Herndon,Rawlins
67740,Non-Unique,Hoxie,Sheridan
67741,Non-Unique,Kanorado,Sherman
67743,Non-Unique,Levant,Thomas
67744,Non-Unique,Ludell,Rawlins
67745,Non-Unique,McDonald,Rawlins
67747,Non-Unique,Monument,Logan
67748,Non-Unique,Oakley,Logan
67749,Non-Unique,Oberlin,Decatur
67751,Non-Unique,Park,Gove
67752,Non-Unique,Quinter,Gove
67753,Non-Unique,Rexford,Thomas
67756,Non-Unique,Saint Francis,Cheyenne
67757,Non-Unique,Selden,Sheridan
67758,Non-Unique,Sharon Springs,Wallace
67761,Non-Unique,Wallace,Wallace
67762,Non-Unique,Weskan,Wallace
67764,Non-Unique,Winona,Logan
67801,Non-Unique,Dodge City,Ford
67831,Non-Unique,Ashland,Clark
67834,Non-Unique,Bucklin,Ford
67835,Non-Unique,Cimarron,Finney
67836,PO Box,Coolidge,Hamilton
67837,Non-Unique,Copeland,Gray
67838,Non-Unique,Deerfield,Kearny
67839,Non-Unique,Dighton,Lane
67840,Non-Unique,Englewood,Clark
67841,Non-Unique,Ensign,Gray
67842,Non-Unique,Ford,Ford
67843,Non-Unique,Fort Dodge,Ford
67844,Non-Unique,Fowler,Meade
67846,Non-Unique,Garden City,Finney
67849,Non-Unique,Hanston,Hodgeman
67850,Non-Unique,Healy,Lane
67851,Non-Unique,Holcomb,Finney
67853,Non-Unique,Ingalls,Gray
67854,Non-Unique,Jetmore,Hodgeman
67855,Non-Unique,Johnson,Stanton
67857,Non-Unique,Kendall,Hamilton
67859,Non-Unique,Kismet,Seward
67860,Non-Unique,Lakin,Kearny
67861,Non-Unique,Leoti,Wichita
67862,Non-Unique,Manter,Stanton
67863,Non-Unique,Marienthal,Scott
67864,Non-Unique,Meade,Meade
67865,Non-Unique,Minneola,Clark
67867,Non-Unique,Montezuma,Gray
67868,Non-Unique,Pierceville,Finney
67869,Non-Unique,Plains,Meade
67870,Non-Unique,Satanta,Seward
67871,Non-Unique,Scott City,Scott
67876,Non-Unique,Spearville,Ford
67877,Non-Unique,Sublette,Haskell
67878,Non-Unique,Syracuse,Hamilton
67879,Non-Unique,Tribune,Greeley
67880,Non-Unique,Ulysses,Grant
67882,Non-Unique,Wright,Ford
67901,Non-Unique,Liberal,Seward
67905,PO Box,Liberal,Seward
67950,Non-Unique,Elkhart,Morton
67951,Non-Unique,Hugoton,Stevens
67952,Non-Unique,Moscow,Stevens
67953,Non-Unique,Richfield,Morton
67954,Non-Unique,Rolla,Morton
